CustomerKey;Nome;Sobrenome;Nome Completo;Genero;DatPrimeiraCompra;Cidade do Cliente
15278;Brandon;Russell;Brandon Russell;Masculino;2020-02-03;San Carlos
15279;Hunter;Lee;Hunter Lee;Masculino;2020-10-02;San Francisco
15280;Mya;Griffin;Mya Griffin;Feminino;2019-02-24;San Carlos
15281;Hunter;Anderson;Hunter Anderson;Masculino;2020-03-20;Berkeley
15282;Elizabeth;Thomas;Elizabeth Thomas;Feminino;2020-10-06;San Diego
15283;Eugene;Li;Eugene Li;Masculino;2020-10-10;Cliffside
15284;Jay;Prasad;Jay Prasad;Masculino;2019-01-31;Colma
15285;Olivia;Rodriguez;Olivia Rodriguez;Feminino;2020-03-16;Chula Vista
15286;Thomas;Nelson;Thomas Nelson;Masculino;2020-11-11;Oregon City
15287;Stephanie;Baker;Stephanie Baker;Feminino;2019-02-25;Spokane
15288;Logan;Perry;Logan Perry;Masculino;2019-01-30;Chula Vista
15289;Katelyn;Gray;Katelyn Gray;Feminino;2019-02-21;Grossmont
15290;Edward;Thompson;Edward Thompson;Masculino;2019-03-13;Yakima
15291;Julia;Alexander;Julia Alexander;Feminino;2020-11-15;Royal Oak
15292;Megan;Bailey;Megan Bailey;Feminino;2020-10-04;Woodburn
15293;Mason;Watson;Mason Watson;Masculino;2021-01-12;Lake Oswego
15294;Michael;Robinson;Michael Robinson;Masculino;2020-04-22;Renton
15295;Louis;Shan;Louis Shan;Masculino;2020-06-12;Beverly Hills
15296;Chloe;Peterson;Chloe Peterson;Feminino;2020-10-05;Woodland Hills
15297;Nicole;Bryant;Nicole Bryant;Feminino;2020-07-07;Edmonds
15298;Joe;Chandra;Joe Chandra;Masculino;2020-11-20;Burien
15299;Charles;Lopez;Charles Lopez;Masculino;2020-11-25;Lebanon
15300;Seth;Butler;Seth Butler;Masculino;2021-01-26;Port Orchard
15301;Amy;Guo;Amy Guo;Feminino;2020-02-21;Colma
15302;Brianna;Thomas;Brianna Thomas;Feminino;2019-03-23;Mill Valley
15303;Haley;Patterson;Haley Patterson;Feminino;2019-03-01;Mill Valley
15304;Miranda;Powell;Miranda Powell;Feminino;2020-06-03;Haney
15305;Jacquelyn;Ortega;Jacquelyn Ortega;Feminino;2020-04-21;Burbank
15306;Victoria;Sanchez;Victoria Sanchez;Feminino;2021-01-02;Bellingham
15307;Jennifer;Garcia;Jennifer Garcia;Feminino;2020-03-30;Los Angeles
15308;Christy;Lal;Christy Lal;Feminino;2019-03-09;Berkeley
15309;Dylan;Wilson;Dylan Wilson;Masculino;2019-03-22;Burbank
15310;Amanda;Stewart;Amanda Stewart;Feminino;2020-06-08;Langley
15311;Brandon;Thompson;Brandon Thompson;Masculino;2019-03-08;Tacoma
15312;Alexandria;Gonzales;Alexandria Gonzales;Feminino;2019-03-11;Newport Beach
15313;Garrett;Morris;Garrett Morris;Masculino;2020-08-17;Portland
15314;Eduardo;Torres;Eduardo Torres;Masculino;2019-03-12;Santa Cruz
15315;Katherine;Bennett;Katherine Bennett;Feminino;2020-04-08;Renton
15316;Alexis;Harris;Alexis Harris;Feminino;2020-10-30;Daly City
15317;Rachel;Jenkins;Rachel Jenkins;Feminino;2020-05-09;Burlingame
15318;Grace;Watson;Grace Watson;Feminino;2020-12-01;Corvallis
15319;Jade;Sanchez;Jade Sanchez;Feminino;2020-01-29;Concord
15320;Eduardo;Brooks;Eduardo Brooks;Masculino;2019-03-18;Redmond
15321;Blake;Phillips;Blake Phillips;Masculino;2019-03-26;Fremont
15322;Evan;Green;Evan Green;Masculino;2019-03-18;Walla Walla
15323;Eduardo;Wilson;Eduardo Wilson;Masculino;2020-11-20;Shawnee
15324;Renee;Serrano;Renee Serrano;Feminino;2020-12-17;Central Valley
15325;Elijah;Hayes;Elijah Hayes;Masculino;2019-03-11;Port Orchard
15326;Todd;Zheng;Todd Zheng;Masculino;2020-08-13;Chula Vista
15327;Paula;Hernandez;Paula Hernandez;Feminino;2020-11-25;Coronado
15328;Fernando;Jackson;Fernando Jackson;Masculino;2019-03-15;San Diego
15329;Brianna;Cox;Brianna Cox;Feminino;2019-03-23;Spring Valley
15330;Catherine;Richardson;Catherine Richardson;Feminino;2020-02-09;Bremerton
15331;Jacob;Taylor;Jacob Taylor;Masculino;2020-04-23;Lake Oswego
15332;Jason;Sharma;Jason Sharma;Masculino;2020-11-27;Seattle
15333;Marie;Diaz;Marie Diaz;Feminino;2019-03-30;Burbank
15334;Sydney;Williams;Sydney Williams;Feminino;2020-12-27;Royal Oak
15335;Emily;Patterson;Emily Patterson;Feminino;2020-11-08;Redmond
15336;Marco;Garcia;Marco Garcia;Masculino;2021-01-20;Burlingame
15337;Rachel;Gonzales;Rachel Gonzales;Feminino;2019-03-31;Chula Vista
15338;Marie;Navarro;Marie Navarro;Feminino;2019-04-14;College Station
15339;Noah;Zhang;Noah Zhang;Masculino;2019-04-14;Fremont
15340;Brittany;Barnes;Brittany Barnes;Feminino;2020-03-16;Burnaby
15341;Lacey;Deng;Lacey Deng;Feminino;2019-04-16;Concord
15342;Ashlee;Raji;Ashlee Raji;Feminino;2019-04-15;Concord
15343;Carson;Barnes;Carson Barnes;Masculino;2019-03-31;Lakewood
15344;Luke;Russell;Luke Russell;Masculino;2020-04-17;Palo Alto
15345;Ashley;Perry;Ashley Perry;Feminino;2019-04-05;San Gabriel
15346;Charles;Rodriguez;Charles Rodriguez;Masculino;2019-04-05;Santa Monica
15347;Deanna;Alonso;Deanna Alonso;Feminino;2019-04-20;Bellflower
15348;Greg;Carter;Greg Carter;Masculino;2019-04-10;Tacoma
15349;Stephanie;Gonzalez;Stephanie Gonzalez;Feminino;2019-04-29;Torrance
15350;Kathleen;Serrano;Kathleen Serrano;Feminino;2019-04-15;Bremerton
15351;Steve;Lu;Steve Lu;Masculino;2019-04-17;Burien
15352;Raymond;Martinez;Raymond Martinez;Masculino;2020-03-23;Poing
15353;Michele;Xu;Michele Xu;Feminino;2020-03-26;Watford
15354;Corey;Kumar;Corey Kumar;Masculino;2018-09-03;Warrington
15355;Janelle;Martinez;Janelle Martinez;Feminino;2020-11-03;Dunkerque
15356;Dawn;Jai;Dawn Jai;Feminino;2020-03-07;Frankfurt am Main
15357;Craig;Navarro;Craig Navarro;Masculino;2019-01-09;Hannover
15358;Danielle;Sanders;Danielle Sanders;Feminino;2020-12-07;Oakland
15359;Logan;Yang;Logan Yang;Masculino;2020-09-12;Edmonds
15360;Ryan;Martin;Ryan Martin;Masculino;2020-12-10;Burbank
15361;Thomas;Gonzales;Thomas Gonzales;Masculino;2021-01-24;Santa Cruz
15362;Jennifer;Adams;Jennifer Adams;Feminino;2020-06-17;Shawnee
15363;Justin;Yang;Justin Yang;Masculino;2020-06-27;Sooke
15364;Aidan;Bryant;Aidan Bryant;Masculino;2019-04-11;Beaverton
15365;Victoria;Gray;Victoria Gray;Feminino;2019-05-21;Glendale
15366;Alyssa;Coleman;Alyssa Coleman;Feminino;2020-02-22;Lincoln Acres
15367;Alyssa;White;Alyssa White;Feminino;2019-05-23;Portland
15368;Brandi;Martin;Brandi Martin;Feminino;2020-04-06;Beverly Hills
15369;Connor;Perez;Connor Perez;Masculino;2019-05-19;Burien
15370;Jessica;Butler;Jessica Butler;Feminino;2020-10-08;Lebanon
15371;Cameron;Bryant;Cameron Bryant;Masculino;2019-05-16;Walla Walla
15372;Miguel;Alexander;Miguel Alexander;Masculino;2019-05-29;Bremerton
15373;Kaitlyn;Jones;Kaitlyn Jones;Feminino;2020-12-13;Everett
15374;Donna;Kumar;Donna Kumar;Feminino;2019-05-08;Burlingame
15375;Alisha;Chande;Alisha Chande;Feminino;2020-07-09;Colma
15376;Megan;Sanders;Megan Sanders;Feminino;2020-04-30;Sooke
15377;Brianna;Jackson;Brianna Jackson;Feminino;2020-02-24;Victoria
15378;Devin;Ward;Devin Ward;Masculino;2020-02-22;Westminster
15379;Amanda;Griffin;Amanda Griffin;Feminino;2019-05-14;San Diego
15380;Nathan;Robinson;Nathan Robinson;Masculino;2019-05-20;Kirkland
15381;Alexa;Howard;Alexa Howard;Feminino;2021-01-08;Olympia
15382;Kimberly;Blue;Kimberly Blue;Feminino;2020-08-04;Berkeley
15383;Charles;Rivera;Charles Rivera;Masculino;2021-01-19;Lemon Grove
15384;Xavier;Alan;Xavier Alan;Masculino;2020-04-04;Beaverton
15385;Destiny;Reed;Destiny Reed;Feminino;2020-04-14;Lebanon
15386;Nicholas;Taylor;Nicholas Taylor;Masculino;2020-08-27;Renton
15387;Miguel;Rodriguez;Miguel Rodriguez;Masculino;2020-11-25;Chula Vista
15388;Victoria;Smith;Victoria Smith;Feminino;2019-05-05;Downey
15389;Joan;King;Joan King;Feminino;2019-05-29;Palo Alto
15390;Jonathan;Turner;Jonathan Turner;Masculino;2020-09-05;Portland
15391;Jordyn;Powell;Jordyn Powell;Feminino;2020-06-26;Newton
15392;Sydney;Brown;Sydney Brown;Feminino;2020-06-11;Torrance
15393;Rebekah;Ruiz;Rebekah Ruiz;Feminino;2020-12-25;Berkeley
15394;Natalie;Wilson;Natalie Wilson;Feminino;2019-05-25;Lemon Grove
15395;Joseph;Clark;Joseph Clark;Masculino;2020-06-26;Victoria
15396;Julia;Wilson;Julia Wilson;Feminino;2019-05-23;Olympia
15397;Karl;Tang;Karl Tang;Masculino;2020-02-18;Burbank
15398;Jose;Wang;Jose Wang;Masculino;2019-04-30;Oakland
15399;Mackenzie;Murphy;Mackenzie Murphy;Feminino;2019-06-12;Berkeley
15400;Samuel;Roberts;Samuel Roberts;Masculino;2020-05-01;Mill Valley
15401;Rachel;Hughes;Rachel Hughes;Feminino;2020-10-19;Lemon Grove
15402;Connor;Evans;Connor Evans;Masculino;2020-06-24;Westminster
15403;Jeremiah;Ross;Jeremiah Ross;Masculino;2020-06-22;Coronado
15404;Sydney;Robinson;Sydney Robinson;Feminino;2019-06-05;Torrance
15405;Miguel;Ross;Miguel Ross;Masculino;2020-04-29;Berkeley
15406;Amanda;Butler;Amanda Butler;Feminino;2020-03-18;Milwaukie
15407;Julia;Lee;Julia Lee;Feminino;2020-11-01;Seattle
15408;Olivia;Thompson;Olivia Thompson;Feminino;2020-08-31;Glendale
15409;Eduardo;Cooper;Eduardo Cooper;Masculino;2019-06-05;Puyallup
15410;Katherine;Harris;Katherine Harris;Feminino;2019-06-27;Burbank
15411;Jay;Chandra;Jay Chandra;Masculino;2019-06-03;Burlingame
15412;Ryan;Griffin;Ryan Griffin;Masculino;2020-12-08;Coronado
15413;Donald;Prasad;Donald Prasad;Masculino;2020-01-31;Cliffside
15414;Isaac;Richardson;Isaac Richardson;Masculino;2020-02-09;Beverly Hills
15415;Rachel;Gray;Rachel Gray;Feminino;2020-08-26;Spokane
15416;Edward;Barnes;Edward Barnes;Masculino;2020-10-14;Milwaukie
15417;Alvin;Lu;Alvin Lu;Masculino;2019-06-09;Chula Vista
15418;Angel;Kelly;Angel Kelly;Masculino;2020-04-17;Port Hammond
15419;Carlos;Baker;Carlos Baker;Masculino;2019-06-14;Corvallis
15420;Nathan;Hernandez;Nathan Hernandez;Masculino;2020-03-02;Issaquah
15421;Cameron;Clark;Cameron Clark;Masculino;2020-10-28;Renton
15422;Kelly;Griffin;Kelly Griffin;Feminino;2019-06-14;W. Linn
15423;Jack;Long;Jack Long;Masculino;2020-03-10;Walla Walla
15424;Rebecca;Hill;Rebecca Hill;Feminino;2020-12-19;Beverly Hills
15425;Tina;Sai;Tina Sai;Feminino;2019-11-12;Goulburn
15426;Cristina;Kumar;Cristina Kumar;Feminino;2020-03-26;Malabar
15427;Jade;Murphy;Jade Murphy;Feminino;2019-06-09;San Diego
15428;Richard;Howard;Richard Howard;Masculino;2019-06-15;Spring Valley
15429;Aaron;Li;Aaron Li;Masculino;2019-06-20;West Covina
15430;Alfredo;Jiménez;Alfredo Jiménez;Masculino;2020-02-03;Burien
15431;John;Jackson;John Jackson;Masculino;2020-04-26;Berkeley
15432;Alvin;Kumar;Alvin Kumar;Masculino;2019-06-21;Colma
15433;Adam;Sharma;Adam Sharma;Masculino;2019-06-05;Concord
15434;Brent;Zhou;Brent Zhou;Masculino;2020-05-01;South Melbourne
15435;Geoffrey;Raman;Geoffrey Raman;Masculino;2019-11-07;Warrnambool
15436;Patricia;Suri;Patricia Suri;Feminino;2019-11-01;Lane Cove
15437;Candace;Srini;Candace Srini;Feminino;2020-11-13;North Ryde
15438;Arthur;Rodriguez;Arthur Rodriguez;Masculino;2019-11-08;St. Leonards
15439;Mason;Evans;Mason Evans;Masculino;2019-11-02;Caloundra
15440;Jon;Pal;Jon Pal;Masculino;2018-10-01;Berkshire
15441;Christy;Zeng;Christy Zeng;Feminino;2020-04-03;High Wycombe
15442;Alejandro;Shen;Alejandro Shen;Masculino;2020-07-03;Roncq
15443;Francisco;Patel;Francisco Patel;Masculino;2020-02-05;Berlin
15444;Roy;Fernandez;Roy Fernandez;Masculino;2020-04-26;York
15445;Bob;Lopez;Bob Lopez;Masculino;2020-06-27;Orly
15446;Levi;Madan;Levi Madan;Masculino;2020-05-15;Colombes
15447;Regina;Madan;Regina Madan;Feminino;2020-05-27;Pantin
15448;Omar;She;Omar She;Masculino;2020-09-07;Oxon
15449;Cedric;Yuan;Cedric Yuan;Masculino;2020-06-04;York
15450;Marshall;Black;Marshall Black;Masculino;2020-03-01;Metz
15451;Linda;Munoz;Linda Munoz;Feminino;2019-07-09;Les Ulis
15452;Alison;Goel;Alison Goel;Feminino;2020-03-20;Roissy en Brie
15453;Isabelle;Barnes;Isabelle Barnes;Feminino;2018-10-05;Newcastle upon Tyne
15454;Ian;Bennett;Ian Bennett;Masculino;2019-01-28;Werne
15455;Denise;Raman;Denise Raman;Feminino;2019-07-08;Roubaix
15456;Donald;Suri;Donald Suri;Masculino;2019-01-20;Saarlouis
15457;Adriana;Martinez;Adriana Martinez;Feminino;2018-12-31;Neunkirchen
15458;Krystal;Ma;Krystal Ma;Feminino;2020-08-15;Hof
15459;Beth;Dominguez;Beth Dominguez;Feminino;2020-06-29;Mühlheim
15460;Bethany;Nara;Bethany Nara;Feminino;2018-12-29;Poing
15461;Alberto;Gutierrez;Alberto Gutierrez;Masculino;2020-02-13;Gateshead
15462;Tony;Chande;Tony Chande;Masculino;2019-07-17;Colombes
15463;Terrence;Yuan;Terrence Yuan;Masculino;2019-07-25;Courbevoie
15464;Kristi;Blanco;Kristi Blanco;Feminino;2020-09-06;East Brisbane
15465;Jacquelyn;Navarro;Jacquelyn Navarro;Feminino;2020-03-02;Geelong
15466;Elijah;Perez;Elijah Perez;Masculino;2019-06-02;San Carlos
15467;Caleb;Shan;Caleb Shan;Masculino;2019-06-22;Burbank
15468;Emma;Foster;Emma Foster;Feminino;2020-02-22;Shawnee
15469;Fernando;Williams;Fernando Williams;Masculino;2020-02-09;Santa Cruz
15470;Hailey;Lopez;Hailey Lopez;Feminino;2020-08-15;Lemon Grove
15471;Destiny;White;Destiny White;Feminino;2019-06-03;Palo Alto
15472;Jennifer;Torres;Jennifer Torres;Feminino;2019-05-31;Marysville
15473;Abigail;Jenkins;Abigail Jenkins;Feminino;2019-05-30;Coronado
15474;Cameron;Lal;Cameron Lal;Masculino;2019-06-20;Beverly Hills
15475;Kaitlyn;Brooks;Kaitlyn Brooks;Feminino;2019-06-20;Woodland Hills
15476;Alyssa;Powell;Alyssa Powell;Feminino;2020-01-31;Long Beach
15477;Jose;Adams;Jose Adams;Masculino;2020-12-14;Colma
15478;Melanie;Russell;Melanie Russell;Feminino;2020-01-30;Metchosin
15479;Andrea;Wright;Andrea Wright;Feminino;2020-11-20;Olympia
15480;Denise;Lopez;Denise Lopez;Feminino;2019-07-15;Burbank
15481;Jamie;Zhang;Jamie Zhang;Feminino;2019-07-14;Burlingame
15482;Audrey;Rubio;Audrey Rubio;Feminino;2019-07-11;Chula Vista
15483;Katherine;Robinson;Katherine Robinson;Feminino;2019-07-09;San Gabriel
15484;Samuel;Henderson;Samuel Henderson;Masculino;2019-07-22;West Covina
15485;Jordan;Wright;Jordan Wright;Feminino;2020-03-12;Imperial Beach
15486;Kevin;Griffin;Kevin Griffin;Masculino;2020-06-21;Woodburn
15487;Jesse;Ramirez;Jesse Ramirez;Masculino;2020-03-07;Spring Valley
15488;Evan;Richardson;Evan Richardson;Masculino;2020-06-10;Burnaby
15489;Emily;Thompson;Emily Thompson;Feminino;2019-07-06;Walla Walla
15490;Kaitlyn;Rivera;Kaitlyn Rivera;Feminino;2020-07-04;Port Hammond
15491;Shannon;Li;Shannon Li;Feminino;2019-06-30;Clearwater
15492;Grace;Long;Grace Long;Feminino;2019-07-06;Kirkland
15493;Eric;Chen;Eric Chen;Masculino;2019-06-30;Lebanon
15494;Anna;Ross;Anna Ross;Feminino;2020-02-26;Victoria
15495;Craig;Alonso;Craig Alonso;Masculino;2020-12-29;Chula Vista
15496;Kelli;Goel;Kelli Goel;Feminino;2020-03-05;Colma
15497;Katelyn;Phillips;Katelyn Phillips;Feminino;2019-07-02;Novato
15498;Alexandra;Washington;Alexandra Washington;Feminino;2020-02-20;Shawnee
15499;Robert;Thomas;Robert Thomas;Masculino;2019-07-09;Sedro Woolley
15500;Keith;Raji;Keith Raji;Masculino;2019-07-22;Burlingame
15501;Justin;Simmons;Justin Simmons;Masculino;2019-07-29;Colma
15502;Nathaniel;Howard;Nathaniel Howard;Masculino;2019-07-15;Corvallis
15503;Caitlin;James;Caitlin James;Feminino;2019-07-07;Sedro Woolley
15504;Jared;James;Jared James;Masculino;2020-05-19;Issaquah
15505;Gabriella;Bailey;Gabriella Bailey;Feminino;2020-06-23;W. Linn
15506;Evan;Sanders;Evan Sanders;Masculino;2019-07-23;Burlingame
15507;Hailey;Campbell;Hailey Campbell;Feminino;2020-01-28;Westminster
15508;Megan;Brooks;Megan Brooks;Feminino;2020-07-23;Lynnwood
15509;Zachary;Washington;Zachary Washington;Masculino;2020-03-15;Yakima
15510;Ernest;She;Ernest She;Masculino;2020-08-22;Beaverton
15511;Haley;Kelly;Haley Kelly;Feminino;2020-04-15;Sooke
15512;Jose;Hayes;Jose Hayes;Masculino;2020-10-23;Ballard
15513;Madeline;Perez;Madeline Perez;Feminino;2020-08-16;Renton
15514;Angela;Ramirez;Angela Ramirez;Feminino;2020-05-27;Walla Walla
15515;Carlos;Wright;Carlos Wright;Masculino;2020-11-30;Yakima
15516;Shaun;Raje;Shaun Raje;Masculino;2020-07-03;Chula Vista
15517;Thomas;Edwards;Thomas Edwards;Masculino;2019-07-01;Santa Monica
15518;Richard;Bryant;Richard Bryant;Masculino;2019-07-16;Torrance
15519;Jennifer;Evans;Jennifer Evans;Feminino;2020-04-27;Beaverton
15520;Desiree;Navarro;Desiree Navarro;Feminino;2019-07-07;Coronado
15521;Kathryn;Deng;Kathryn Deng;Feminino;2019-08-03;Bellflower
15522;Ethan;Russell;Ethan Russell;Masculino;2020-08-17;Portland
15523;Jonathan;Yang;Jonathan Yang;Masculino;2019-08-07;Marysville
15524;Dalton;Stone;Dalton Stone;Masculino;2020-05-21;Lake Oswego
15525;Marie;Gonzalez;Marie Gonzalez;Feminino;2019-08-01;Burbank
15526;Isabelle;Flores;Isabelle Flores;Feminino;2020-02-20;Westminster
15527;Megan;Rivera;Megan Rivera;Feminino;2019-08-13;Imperial Beach
15528;Lucas;Ramirez;Lucas Ramirez;Masculino;2019-08-19;Milwaukie
15529;Jason;Allen;Jason Allen;Masculino;2019-08-05;Lynnwood
15530;Madison;Johnson;Madison Johnson;Feminino;2020-12-16;Sooke
15531;Calvin;Raji;Calvin Raji;Masculino;2019-08-05;Bothell
15532;Marshall;Jai;Marshall Jai;Masculino;2019-08-27;Chula Vista
15533;Anna;Richardson;Anna Richardson;Feminino;2020-08-19;San Francisco
15534;Steven;Bell;Steven Bell;Masculino;2019-08-05;Portland
15535;Jordan;Scott;Jordan Scott;Masculino;2019-08-23;Burlingame
15536;Victoria;Thomas;Victoria Thomas;Feminino;2020-07-25;Langley
15537;Destiny;Peterson;Destiny Peterson;Feminino;2019-08-05;Glendale
15538;Luis;Lal;Luis Lal;Masculino;2019-08-25;Grossmont
15539;Raul;Goel;Raul Goel;Masculino;2020-10-13;Berkeley
15540;Randall;Ortega;Randall Ortega;Masculino;2019-08-23;Burlingame
15541;Zoe;Morris;Zoe Morris;Feminino;2020-08-22;Palo Alto
15542;Andrea;Baker;Andrea Baker;Feminino;2019-08-20;Burbank
15543;Emma;Flores;Emma Flores;Feminino;2020-04-15;Oak Bay
15544;Thomas;Brown;Thomas Brown;Masculino;2020-04-28;Glendale
15545;Jennifer;Rivera;Jennifer Rivera;Feminino;2020-07-16;Chula Vista
15546;Robert;Jenkins;Robert Jenkins;Masculino;2020-12-18;W. Linn
15547;Cassidy;Wood;Cassidy Wood;Feminino;2019-08-17;Daly City
15548;Morgan;Brooks;Morgan Brooks;Feminino;2019-08-25;Woodland Hills
15549;Richard;Davis;Richard Davis;Masculino;2020-01-11;Cliffside
15550;Orlando;Alonso;Orlando Alonso;Masculino;2020-11-29;Bremerton
15551;Kaylee;Gray;Kaylee Gray;Feminino;2019-08-22;Burien
15552;Tyler;Lewis;Tyler Lewis;Masculino;2019-08-19;Olympia
15553;Ivan;Lopez;Ivan Lopez;Masculino;2019-08-20;Burbank
15554;Zoe;Bailey;Zoe Bailey;Feminino;2019-09-03;Concord
15555;Hailey;Barnes;Hailey Barnes;Feminino;2019-09-16;Palo Alto
15556;Dylan;Davis;Dylan Davis;Masculino;2020-03-03;Shawnee
15557;Nathaniel;Murphy;Nathaniel Murphy;Masculino;2019-09-05;Oakland
15558;Hailey;Morris;Hailey Morris;Feminino;2019-09-01;Puyallup
15559;Devin;Flores;Devin Flores;Masculino;2020-02-12;Cliffside
15560;Gabrielle;Gray;Gabrielle Gray;Feminino;2020-05-11;Bremerton
15561;Angel;Young;Angel Young;Masculino;2019-09-01;Lebanon
15562;Kaitlyn;James;Kaitlyn James;Feminino;2019-09-25;Bremerton
15563;Luke;Lopez;Luke Lopez;Masculino;2020-10-05;Issaquah
15564;Eduardo;Hughes;Eduardo Hughes;Masculino;2020-05-28;Sooke
15565;Kyle;Mitchell;Kyle Mitchell;Masculino;2019-08-29;Everett
15566;Aaron;Foster;Aaron Foster;Masculino;2020-07-07;Newton
15567;Carmen;Madan;Carmen Madan;Feminino;2020-07-22;Cliffside
15568;Aaron;Hayes;Aaron Hayes;Masculino;2019-09-25;Glendale
15569;Morgan;Ward;Morgan Ward;Feminino;2019-09-16;Beaverton
15570;Brianna;Powell;Brianna Powell;Feminino;2019-09-22;Spring Valley
15571;Angel;Allen;Angel Allen;Masculino;2020-01-28;Shawnee
15572;Anna;Garcia;Anna Garcia;Feminino;2020-07-03;N. Vancouver
15573;Thomas;Wilson;Thomas Wilson;Masculino;2020-10-05;Redmond
15574;Carlos;Peterson;Carlos Peterson;Masculino;2021-01-07;West Covina
15575;Alvin;Ye;Alvin Ye;Masculino;2019-10-29;Gold Coast
15576;Carly;Raje;Carly Raje;Feminino;2019-11-23;Milsons Point
15577;Mayra;Malhotra;Mayra Malhotra;Feminino;2020-04-04;Newcastle
15578;Diane;Gill;Diane Gill;Feminino;2019-11-10;Melbourne
15579;Brittany;Coleman;Brittany Coleman;Feminino;2020-02-09;Hobart
15580;Ruben;Raman;Ruben Raman;Masculino;2019-10-28;Cranbourne
15581;Toni;Perez;Toni Perez;Feminino;2020-08-09;Melton
15582;Jeffery;Cai;Jeffery Cai;Masculino;2019-11-27;Geelong
15583;Lindsey;Xu;Lindsey Xu;Feminino;2020-06-02;Rhodes
15584;Christy;Raji;Christy Raji;Feminino;2020-03-26;Port Macquarie
15585;Roy;Garcia;Roy Garcia;Masculino;2019-11-21;Wollongong
15586;Victor;Blanco;Victor Blanco;Masculino;2019-11-26;Caloundra
15587;Jessica;Ward;Jessica Ward;Feminino;2019-11-18;Cranbourne
15588;Kristy;Alvarez;Kristy Alvarez;Feminino;2019-11-02;Goulburn
15589;Gilbert;He;Gilbert He;Masculino;2019-11-26;Hawthorne
15590;Marshall;Wu;Marshall Wu;Masculino;2019-11-24;Melbourne
15591;Darren;Srini;Darren Srini;Masculino;2019-11-01;Seaford
15592;Janet;Moreno;Janet Moreno;Feminino;2020-02-02;Matraville
15593;Naomi;Martin;Naomi Martin;Feminino;2020-03-04;Hobart
15594;Joanna;Carlson;Joanna Carlson;Feminino;2020-12-24;Goulburn
15595;Andre;Sanchez;Andre Sanchez;Masculino;2019-10-28;Malabar
15596;Gilbert;Goel;Gilbert Goel;Masculino;2019-11-24;St. Leonards
15597;Terry;Raji;Terry Raji;Masculino;2019-11-18;South Melbourne
15598;Tanya;Rubio;Tanya Rubio;Feminino;2020-09-19;Springwood
15599;Darryl;Ma;Darryl Ma;Masculino;2020-04-19;Rockhampton
15600;Josue;Dominguez;Josue Dominguez;Masculino;2019-10-30;Bendigo
15601;Naomi;Moreno;Naomi Moreno;Feminino;2019-11-22;Brisbane
15602;Warren;Wu;Warren Wu;Masculino;2020-06-22;Seaford
15603;Philip;Blanco;Philip Blanco;Masculino;2020-03-31;Port Macquarie
15604;Clifford;Prasad;Clifford Prasad;Masculino;2020-06-20;Hobart
15605;Alan;Yang;Alan Yang;Masculino;2020-09-27;Darlinghurst
15606;Marco;Prasad;Marco Prasad;Masculino;2020-02-27;Cranbourne
15607;Ricky;Gill;Ricky Gill;Masculino;2020-11-16;Brisbane
15608;Faith;James;Faith James;Feminino;2020-08-28;Hof
15609;Karl;Sharma;Karl Sharma;Masculino;2020-08-15;Pantin
15610;Jessica;Gonzales;Jessica Gonzales;Feminino;2020-09-18;Watford
15611;Michele;Patel;Michele Patel;Feminino;2020-06-14;Colombes
15612;Damien;Ma;Damien Ma;Masculino;2020-05-08;Milton Keynes
15613;Melinda;Moreno;Melinda Moreno;Feminino;2020-05-23;Drancy
15614;Faith;Simmons;Faith Simmons;Feminino;2018-10-13;Oxford
15615;Erika;Alvarez;Erika Alvarez;Feminino;2020-03-26;Milton Keynes
15616;Janet;Alonso;Janet Alonso;Feminino;2020-09-21;Orleans
15617;Dawn;Chande;Dawn Chande;Feminino;2020-02-01;Paris
15618;Gabriel;Sharma;Gabriel Sharma;Masculino;2020-04-01;Werne
15619;Levi;Subram;Levi Subram;Masculino;2018-10-13;Cheltenham
15620;Dominique;Subram;Dominique Subram;Feminino;2018-10-05;London
15621;Kelli;Wu;Kelli Wu;Feminino;2018-10-07;Liverpool
15622;Yvonne;Schleger;Yvonne Schleger;Masculino;2019-01-14;Essen
15623;Molly;Madan;Molly Madan;Feminino;2019-08-25;Paris
15624;Tyrone;Rubio;Tyrone Rubio;Masculino;2019-08-17;Paris La Defense
15625;Clinton;Alvarez;Clinton Alvarez;Masculino;2019-02-08;Bonn
15626;Eduardo;White;Eduardo White;Masculino;2019-02-28;Bottrop
15627;Troy;Srini;Troy Srini;Masculino;2019-02-17;Frankfurt am Main
15628;Brianna;Sandberg;Brianna Sandberg;Feminino;2020-10-17;Solingen
15629;Meghan;Ruiz;Meghan Ruiz;Feminino;2020-12-31;Werne
15630;Nichole;Tang;Nichole Tang;Feminino;2018-10-24;Milton Keynes
15631;Clayton;Andersen;Clayton Andersen;Masculino;2018-10-24;Oxford
15632;Gloria;Carlson;Gloria Carlson;Feminino;2018-11-09;London
15633;Ashlee;Shan;Ashlee Shan;Feminino;2020-05-21;Dresden
15634;Dalton;Kelly;Dalton Kelly;Masculino;2020-06-18;Warrington
15635;Sheila;Martin;Sheila Martin;Feminino;2020-05-13;Newcastle upon Tyne
15636;David;White;David White;Masculino;2020-06-11;Darmstadt
15637;Russell;Sharma;Russell Sharma;Masculino;2019-08-04;Saint Ouen
15638;Rosa;He;Rosa He;Feminino;2018-11-19;Milton Keynes
